Country Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
France,17727.51083,17747.5816,21865.55525,21675.70609,23814.22737,22380.3319,23496.36768,26889.42506,26870.28524,24226.88469,24971.57449,24678.39106,22416.42542,22449.33969,24288.27002,29627.92426,33797.16244,34768.1759,36470.21284,41557.62356,45515.96175,41737.76355,40676.06479,43846.46608,40870.85236,42602.71797,43068.54872,36652.92231,37062.53357,38781.04949,41557.85486,40494.89829,39055.28293,43658.97898,40963.83734
French Polynesia,13500.03154,13223.94475,15728.7188,15828.14548,16909.97571,15844.37514,16145.86922,18090.58818,17713.72313,15741.80922,16070.29996,15847.93028,14346.18627,14012.24294,15302.35187,18724.49151,20829.06574,21047.19291,21382.23578,23837.81755,25437.66849,23326.08745,21447.85823,21747.98888,19864.53568,20941.51722,21223.0754,18252.51413,18726.6395,19743.95899,20614.89439,20093.20862,18984.61738,19999.07676,
Gabon,4121.065811,4376.761178,6055.060248,5349.452015,5390.536792,4109.898799,3832.093264,4419.79034,4948.752869,4514.994085,3705.818091,3758.161936,3991.157151,3844.561348,3976.646799,4724.254797,5483.144572,6570.96327,6873.453984,8036.919948,9732.226524,7325.909508,8399.597344,10273.79845,9348.514868,9250.081117,9255.368037,7090.454634,6722.198222,6975.695197,7694.906045,7523.862278,6680.08267,8635.797144,8820.347338
"Gambia, The",277.5415627,284.1964963,304.707681,637.0910548,633.6805179,646.2681834,619.0439488,632.7711757,663.1688692,610.1990496,619.5930395,583.4046826,544.6209571,464.6396263,379.8624179,310.9570647,596.6292799,618.9598062,615.9739283,725.0922752,857.8582399,772.1249279,796.6318388,705.4774939,686.5575601,647.3855375,561.6496393,611.6712178,640.6762701,632.0010179,683.3246379,722.875351,704.0304578,772.1514524,840.0101934
Georgia,,,1614.640122,1314.67067,757.2235485,550.0155426,519.8575812,578.3446099,689.0594414,807.0322858,851.5157467,673.5378938,749.908535,801.983966,853.5261719,1010.031516,1305.047486,1642.783594,1996.019759,2635.367029,3324.754464,2822.689233,3233.220357,4021.754204,4421.929819,4623.884714,4739.277808,4014.112241,4062.126978,4356.928595,4722.042423,4696.150586,4255.742993,5023.274384,6627.70698
Germany,17931.28232,17764.37645,22303.96133,23357.75773,26438.23039,25522.62957,27076.60675,31658.34938,30485.86655,26964.04947,27289.05936,26734.94254,23694.76048,23628.32721,25197.2656,30310.3576,34106.65812,34520.23965,36353.88033,41640.08087,45612.71062,41650.36783,41572.45595,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,44652.58917,47939.27829,46793.68676,46772.82535,51203.55447,48432.45587
Ghana,354.2772222,348.8977088,381.2508381,416.7729432,395.0411218,358.6299745,319.6066415,370.6884777,388.5328822,377.2399141,399.796373,402.4714448,253.3802114,263.1700834,297.0469387,357.8478478,405.4249676,477.6008364,904.1697251,1047.199209,1178.955877,1044.005237,1258.963903,1501.059171,1536.619916,2282.407501,1942.921869,1711.271471,1900.397836,1998.722666,2180.029684,2167.92544,2176.576218,2410.877309,2175.85977
Greece,7598.028005,7846.678122,9600.185235,10188.36978,11176.45842,10401.98301,11091.28385,12959.32429,13749.11511,13427.83251,13472.13761,13249.66332,12072.92936,12549.03689,14177.57216,18518.37884,21995.47794,22560.14729,24821.93675,28863.97329,32127.98319,29828.75602,26716.64883,25483.88256,21912.99829,21787.78776,21616.71001,18083.87791,17923.96681,18582.08934,19756.99046,19144.28439,17658.9473,20192.5963,20732.05222
Greenland,16397.95019,16813.74145,18326.92852,18315.31561,18768.8265,16797.35739,18124.10076,21665.83081,21422.46222,19145.61441,20496.5798,20170.32276,19004.00345,19275.43281,20652.84127,27459.87394,32023.68383,32489.72773,35458.25231,39780.94535,44366.78732,44918.84418,43988.52803,47186.88008,45936.95995,47535.49104,50485.22741,44536.35609,48181.87419,50765.69565,54545.29998,53309.57927,54693.51141,57116.41387,
Grenada,2366.486015,2694.183285,2807.745444,3014.874886,3069.679775,3032.231462,3151.102165,3288.223318,3499.527349,3715.72059,4198.715561,4512.224618,4840.684064,4821.784995,4992.441407,5435.151806,5470.603315,6308.665042,6295.281172,6790.63408,7343.44527,6810.440318,6760.974884,6775.749278,6900.765076,7205.254765,7726.378262,8379.621847,8849.513535,9309.261296,9574.310271,9887.920742,8437.536782,9010.5128,10016.20869
Guatemala,915.3980653,955.1134609,845.3148139,1011.75899,1093.956561,1164.381773,1293.470011,1424.682543,1487.607658,1649.001602,1755.849582,1619.510736,1664.307712,1550.361845,1682.994501,1737.879287,1859.099338,2068.488161,2251.078833,2490.747774,2802.451459,2651.831609,2852.557652,3228.03814,3355.034599,3522.767541,3779.626042,3994.629085,4173.281303,4454.024661,4485.752384,4647.80734,4609.897258,5029.477338,5473.208741
Guinea,398.9001183,396.3434654,419.6868061,455.740543,480.7562462,465.3777108,465.8552181,494.5820719,503.5676762,482.4421848,448.9653323,423.4038007,359.2866701,335.0142928,343.9345943,392.8798442,405.6960598,321.3386332,452.2761597,657.9934738,712.099416,670.2612536,667.2816019,644.5025486,707.9676782,757.6922725,774.5690396,756.4255898,720.4732552,843.4642792,944.4172686,1043.899886,1073.659339,1189.175999,1531.656475
Guinea-Bissau,174.3840611,222.4319992,250.5898464,258.7400731,221.2460248,224.1574222,216.2411595,227.3200154,237.0847195,231.0229499,174.3624778,186.0352265,301.495571,312.2535665,324.9699,362.9061593,394.995798,425.4718887,418.902079,480.4386022,583.2683059,543.5624692,542.2841012,683.534476,598.5726262,616.1599287,605.1225465,585.9570126,642.6663901,718.2457378,781.6443676,730.6114323,710.258133,795.118605,775.8289657
Guyana,545.5863801,504.4240975,530.8175214,468.3980223,501.4418045,607.7463433,721.6033895,826.9733705,936.0843257,991.9585514,948.2404227,916.5463808,938.893298,937.2979905,955.0302105,976.9932616,1036.019877,1085.784887,3138.082204,3609.908515,4011.386897,4213.816229,4589.87249,4960.004726,5461.390076,5576.250215,5495.377084,5668.429765,5905.380196,6220.978568,6094.909837,6477.296726,6863.074346,9998.544311,18989.7902
Honduras,1235.365479,1105.556187,974.2294838,894.5102094,924.9596767,896.2836897,821.2161476,919.9379933,872.5818384,933.7557079,1009.162705,990.297834,1079.605666,1118.940894,1119.424251,1142.811372,1201.247505,1289.823137,1409.579723,1559.886044,1713.418134,1762.34916,1874.271704,2053.959731,2107.345481,2064.550519,2164.424516,2257.225284,2295.536231,2403.306094,2457.686012,2519.366193,2354.12148,2771.722616,3040.17308
"Hong Kong, China",10609.74564,12097.74931,13485.63145,15465.92519,17976.46809,20395.56131,22502.53121,23497.39106,24818.30163,27330.09218,25808.85988,25091.6666,25756.77397,25230.37809,24665.83729,23977.17341,24928.10037,26649.63658,28224.09395,30593.95248,31515.52786,30697.53839,32550.13789,35142.48793,36730.79777,38403.77771,40315.37222,42432.16197,43734.19807,46160.42979,48537.56689,48359.00325,46109.22999,49764.79312,48983.6238
Hungary,,,,3350.258323,3735.10582,3873.987723,4173.373024,4494.707624,4525.040091,4596.183443,4744.213002,4793.477848,4624.282203,5276.033189,6655.333009,8419.432122,10301.7017,11223.3993,11489.56087,13940.90675,15772.32703,13077.30762,13217.5046,14234.47158,12984.83657,13715.07036,14294.25842,12717.0386,13104.69955,14621.2396,16425.20503,16786.21364,16125.60941,18772.14111,18463.20852
Iceland,24451.98279,22434.35005,25384.92591,26802.97059,27124.25883,23579.80176,24018.63884,26633.6051,27614.87703,27919.18911,31030.03902,32381.62822,32096.37226,28897.44295,32409.22793,39476.70685,47334.95313,56794.88022,57492.93425,69495.72674,56943.35966,41301.27943,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74452.18907,68403.14481,58813.79698,68594.0081,72902.97995
India,355.738418,347.4620369,368.7497594,303.850438,317.5587347,301.5007864,346.2273931,373.6282338,399.5773066,414.8986835,412.5093558,440.9614546,442.0347789,449.9111249,468.8444283,543.8437989,624.1050944,710.5093449,802.013742,1022.732476,993.5034125,1096.636136,1350.634457,1449.603301,1434.017978,1438.056995,1559.863772,1590.174322,1714.279541,1957.969814,1974.37773,2050.16379,1913.219721,2238.127139,2388.621198
Indonesia,479.8107166,527.8114773,582.6789678,629.1606798,678.977737,824.079149,907.4717857,1020.146681,1129.09271,1054.347358,459.1918631,663.5232299,770.8653516,739.0039465,888.9013897,1052.413199,1136.755211,1249.397694,1572.79794,1840.329927,2144.389544,2239.095265,3094.443079,3613.800888,3668.212084,3602.885517,3476.624854,3322.581679,3558.818852,3839.785075,3902.661675,4151.227555,3895.618152,4334.215983,4787.999308
"Iran, Islamic Rep.",2361.417198,2246.19174,2237.052261,,,1066.741938,1197.642146,1585.977937,1954.660752,1823.274514,1737.700033,1765.783643,1672.022877,1902.947639,1910.477134,2259.51632,2751.793042,3226.613971,3736.177793,4838.003556,5623.911681,5602.556282,6458.573956,8201.581678,8329.002067,6280.681868,5757.543333,4990.936795,5497.243233,5758.590728,3829.829855,3276.753265,2746.419483,4084.200305,4387.825715
Iraq,3690.071194,3774.206439,10216.56881,22.85037052,30.11431551,53.480235,197.1224266,615.5003718,482.1636186,929.8764466,894.3290943,1548.298284,1963.722839,1422.831339,1254.162045,809.845684,1314.762559,1740.66833,2253.547113,3099.59197,4504.508094,3686.402133,4430.426242,5736.898959,6437.503076,6612.902252,6215.986033,4416.942923,4305.202702,4725.193573,5601.467061,5621.181695,4251.337253,4770.835343,5937.195466
Ireland,10715.87028,11175.8166,14031.30257,14087.20744,15714.38475,14657.06155,15902.92968,19158.45648,20835.89771,22551.11391,24294.85477,26338.10775,26334.56721,28282.40988,32705.43456,41203.52958,47754.20232,50933.02161,54329.16186,61396.41746,61353.10656,52133.09062,48663.60044,52183.13293,49054.69743,51546.35476,55643.05943,62053.98444,62895.91112,69970.94891,79250.38785,80927.07467,85420.19086,100172.0793,104038.9461
Israel,,,,,,,,18916.72597,20117.29702,20366.87813,20106.76303,19742.44091,21630.57077,20909.67895,19035.00197,19627.03184,20557.15507,21223.93559,22494.60002,25633.74961,30173.18336,28316.78537,31266.60532,34354.71612,33156.22832,36941.84236,38259.6811,36206.52222,37690.47395,41114.78171,42406.84543,44452.23256,44846.7916,52166.81216,54659.75396
Italy,15744.66126,16386.66221,20825.78422,21956.52977,23243.47453,18738.7639,19337.6309,20664.55227,23081.60468,21829.34582,22318.1373,22005.05454,20137.59122,20500.9544,22376.2979,27526.32246,31317.20079,32055.09208,33529.7266,37870.74751,40944.91242,37226.75719,36035.645,38649.63948,35051.52127,35560.08141,35565.72138,30242.38614,30960.73151,32406.72032,34622.16967,33673.75096,31918.69349,35770.04961,34157.99012
Jamaica,1625.757846,1855.988484,1919.795357,1702.501692,1452.188387,2212.256411,2194.911199,2621.181995,2919.147763,3287.746786,3410.42776,3423.008643,3447.303896,3502.213118,3683.893363,3557.200606,3819.284231,4200.388958,4435.571475,4738.449788,5056.258008,4452.120808,4835.791068,5259.931741,5365.242149,5143.722172,4991.564267,5077.551636,5022.703328,5273.148923,5594.493107,5626.170403,4897.26477,5183.5811,6047.216464
Japan,25059.01395,24822.77257,25371.46417,28915.01536,31414.97637,35681.96849,39933.51278,44197.62889,39150.05523,35638.243,32423.75545,36610.16671,39169.36018,34406.16902,32820.78863,35387.04836,38298.98017,37812.89102,35991.54239,35779.01568,39876.3063,41309.00165,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,39751.1331,40415.95676,39986.92863,39827.12677,33815.31727
Jordan,1988.309,1274.972379,1195.226437,1184.947944,1373.412409,1375.54786,1457.703132,1509.040549,1503.143967,1530.703844,1633.280882,1646.192662,1673.358125,1738.383411,1816.40692,1889.437839,2062.69597,2216.945182,2478.291944,2643.169309,3416.126067,3618.892617,3914.701231,4152.493981,4386.461819,4477.618321,4255.894302,4064.25301,4003.404746,4073.116403,4146.407311,4159.671408,3987.650174,4046.931467,4204.50564
Kazakhstan,,,1647.463243,1514.923094,1515.737659,1429.078177,1316.183629,1288.188519,1350.305002,1445.503237,1468.668666,1130.117529,1229.000958,1490.926751,1658.031146,2068.123518,2874.288483,3771.278957,5291.574022,6771.416639,8458.019498,7165.224794,9070.488253,11633.99856,12386.69927,13890.634,12807.26307,10510.77031,7714.841844,9247.580687,9812.625422,9812.595536,9121.636402,10373.78979,11243.67123
Kenya,386.3559486,369.9833632,370.100147,340.8064551,332.9499069,226.521153,273.5217948,336.5653474,436.1957062,462.4045395,483.7086323,430.3672619,411.8213539,408.3606087,401.0923718,441.3914117,462.6182158,522.7768371,699.3997381,840.1916319,915.9989157,1049.121794,1093.639628,1099.315465,1289.780795,1376.829206,1489.919724,1496.653568,1562.076611,1675.98843,1845.783413,1970.080063,1936.250752,2069.661137,2099.301938
Kiribati,621.2951913,603.0134251,571.4992234,620.2269097,612.7811046,593.2370865,683.1773763,691.4086831,803.038504,801.0922106,761.4204085,790.8726756,757.1334363,696.9975512,781.3628639,956.8304784,1063.878193,1142.335559,1101.457235,1300.758798,1356.647112,1249.302417,1438.080772,1644.407212,1698.91907,1628.642442,1546.881359,1459.143695,1506.23103,1566.447044,1607.22965,1410.01509,1403.993738,1766.143945,1701.970123
"Korea, Rep.",4748.629608,5817.029181,6610.036508,7636.982429,8126.67039,8884.928319,10385.33617,12564.77813,13403.04959,12398.48003,8281.699982,10672.41793,12256.99357,11561.24837,13165.06574,14672.85747,16496.12009,19402.50326,21743.47709,24086.41143,21350.42863,19143.85161,23087.22564,25096.26388,25466.76052,27182.73431,29249.57522,28732.23108,29288.87044,31616.8434,33436.92306,31902.4169,31721.29802,34997.78164,32254.62472
Kuwait,9717.621803,11001.66432,11002.06562,8219.492414,12253.57944,14477.95107,15141.30339,16424.99077,18488.86658,17230.06448,14258.37266,16044.51136,19493.91453,17517.72519,18626.7595,22781.11943,27601.40006,36144.99495,42970.66313,45729.80604,55595.40848,37906.1503,39212.63528,49010.32037,51271.14865,47762.72232,43239.81365,29315.19607,27026.6482,29258.28964,32012.1352,30666.22066,24297.70114,32186.76541,43233.48909
Kyrgyz Republic,,,609.1728912,575.6439745,513.0359437,449.0657902,372.30781,364.2264974,394.8601215,376.4296133,345.1381316,258.0492288,279.6195693,308.4096116,321.7270332,380.5064324,433.2349766,476.5518917,543.1107031,721.7695263,966.3938474,871.2242201,880.0385141,1123.883136,1177.975258,1282.438247,1279.770777,1121.082691,1120.667061,1242.770223,1308.139779,1374.031136,1182.521506,1306.177992,1606.668075
Lao PDR,146.9857673,170.2733689,200.6191481,231.6961552,247.2661115,283.3862984,321.0529113,357.9017031,371.471748,339.1901695,243.9864436,272.3624326,318.7709228,320.4190111,313.6184405,355.6514836,410.251319,467.3795927,581.0102436,699.0413761,887.6397349,936.7903214,1127.835236,1363.72529,1566.009745,1815.440238,1984.50867,2125.459057,2309.049076,2439.463355,2553.361866,2598.505523,2593.355097,2535.623434,2088.377182
Latvia,,,,,,,,2329.576733,2431.709,2683.241368,2973.534843,3151.577018,3361.640869,3578.0019,4136.933297,5145.195232,6378.666521,7594.902384,9723.446902,14113.52913,16467.14369,12331.92855,11420.994,13338.96224,13847.33794,15007.49186,15742.39134,13786.4568,14331.75159,15695.11515,17865.03109,17945.22222,18207.13964,21080.17745,21851.1052
Lebanon,958.4605773,770.953665,789.8503921,1279.180626,1560.198708,2079.646174,2468.819841,2959.560851,3393.503399,3834.856217,4127.320054,4091.994007,3994.861144,4021.177263,4307.100827,4458.10858,4625.304247,4630.009214,4665.962801,5162.032959,5957.696754,7149.791498,7695.245415,7914.109568,8500.180563,8255.209211,7665.379692,7802.751368,8172.299476,8679.897422,9225.845155,8925.42186,5599.957523,4136.146575,
Lesotho,271.3196923,280.3529293,331.5237892,384.9805422,447.1491434,443.1672865,459.6627012,518.0212392,483.9207324,505.9388399,467.5879478,457.70433,443.9499284,412.9622962,388.3674887,580.937271,761.1810388,850.7752709,910.618541,848.0236874,885.6180571,866.4456896,1104.800538,1265.863867,1205.860003,1141.361038,1165.050705,1113.868632,986.2652568,1062.712399,1162.978792,1094.499438,939.5042491,1040.308623,1107.395298
Libya,,,6821.874017,7368.032884,7623.931967,6745.925687,6164.341276,5396.375074,5785.113755,6262.489468,5471.086891,7112.671615,7424.353472,6465.622203,3789.20527,4738.828475,5823.637943,8108.052608,10060.36104,11158.11227,13921.89923,9560.803808,11611.3586,7784.133214,15765.41979,12589.52971,9408.752546,7867.515731,7945.00605,10529.11627,11838.29871,10542.42902,7034.658365,5908.951323,6716.095985
Lithuania,,,,,,,,2167.792582,2327.434857,2830.278071,3166.666533,3113.17906,3293.229979,3525.793632,4141.592702,5499.428989,6700.327192,7854.765279,9230.707981,12285.44705,14944.99665,11820.77616,11987.50841,14376.94786,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,19186.35959,19598.40087,20363.92441,23712.53578,24826.79104
Luxembourg,25219.35428,26618.06958,33465.47821,35747.3378,39570.86157,40066.72425,43933.23544,51032.34964,50444.35912,46641.64088,47445.38108,50872.44927,48659.59888,48440.14202,53005.73392,65689.32145,76544.91709,80988.13762,90788.80049,107475.3203,120422.1379,109419.747,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,116786.5117,112621.8213,117370.4969,133590.147,126426.0899
Macao,7053.673646,8020.683769,9269.649022,10390.0486,13197.53308,14881.60634,16233.40642,17764.54638,17751.5365,17652.58974,16232.5264,15387.5287,15684.77955,15622.70305,16393.74305,17828.9536,22381.92296,24886.58189,29637.76645,35782.86109,39745.76222,39754.97449,50676.38919,64528.36014,74111.60582,86853.47342,90873.60249,73220.63173,71919.05267,78985.63229,84923.30876,83183.47239,37646.49565,43873.41716,31617.5019
Madagascar,284.6004294,275.2632012,330.8435253,265.7937076,294.2934347,312.0789333,262.1461279,276.7368024,344.4649472,288.4493809,288.6359376,271.9429822,285.4664633,325.460301,310.929711,359.5343848,277.5078265,311.7931266,330.5226701,427.8363292,522.8306219,455.4073737,459.375408,516.9025392,504.1737378,526.6880197,517.1361832,455.6380345,464.6161584,503.4980587,512.5439915,512.2796656,462.4042288,503.3520811,505.0355276
Malawi,229.382053,252.2323133,286.9165947,326.1716934,258.8955804,293.7821954,169.7491987,201.1014086,321.9596341,368.6773117,237.374331,235.5102338,225.9524555,217.2404723,431.696661,386.317242,407.58899,417.1022634,443.5236757,478.0280765,557.5190094,630.1091541,688.1391912,769.0525992,563.0615397,501.197173,534.1269771,544.2768724,454.4432661,500.1655472,537.9322041,584.3628673,622.1845914,633.6097333,645.1586921
Malaysia,2134.518874,2282.470251,2513.241395,2727.528585,3193.635381,3511.532629,3802.107621,4405.116764,4874.819725,4706.314913,3308.835653,3538.362993,4087.562593,3941.122666,4177.104942,4454.526764,4924.338111,5536.83797,6137.15061,7143.999446,8343.302548,7167.877376,8880.14604,10209.37191,10601.51091,10727.67055,11045.58098,9699.584909,9555.647335,9979.704757,11073.97859,11132.10345,10160.82935,11109.26529,11971.9276
Maldives,798.0418326,869.5835688,955.9336667,1052.753659,1191.271151,1311.467946,1411.631723,1545.223056,1707.021759,1889.026176,1972.623404,2118.721495,2209.988231,3028.050748,3069.039872,3539.801547,4060.534405,3789.232024,5010.163424,5746.644258,6743.130961,6719.330257,7158.061411,7409.331704,7447.415454,8222.558022,8872.128664,9434.31191,9640.319191,10063.00371,10823.61048,11118.52623,7282.372916,10366.25678,11817.52393
Mali,251.7025992,248.6655538,299.8216159,298.5686887,304.0278708,296.4580146,214.3626457,272.7950323,274.4224086,260.3559663,274.9743973,315.1714678,263.4983842,299.4121752,326.9666593,381.9485462,427.7173197,473.9950471,506.9118388,579.2571403,676.1270005,680.6499581,688.3278655,810.1825565,753.3921368,778.797053,818.4303416,723.504205,750.051809,795.6828021,856.3565959,840.1757461,822.9061375,881.5100886,833.2972552
Malta,5814.364771,6040.609862,7191.923603,7558.277383,8220.245518,7296.310144,8000.518005,9171.061035,9438.557327,9724.33797,10273.45181,10720.90588,11083.0128,11081.00804,11853.18975,13772.22072,15243.15901,15866.14215,16723.87768,19485.95061,22205.28275,21083.12592,21798.90293,23155.11484,22526.65578,24769.4496,26753.26013,24921.6779,25623.85563,28823.34576,31566.35811,31506.55684,29196.97775,34218.21474,33940.9496
Mauritania,742.4264526,742.003754,751.1934824,1032.614114,1007.809646,825.7936118,840.0502399,878.7505856,877.829799,834.0437417,796.8425141,757.8090785,660.3038518,632.21415,629.7819094,711.3824822,801.7786831,974.6575859,1272.082434,1378.215121,1610.236957,1418.940825,1646.130447,1919.452248,1850.384968,1929.775661,1715.388838,1562.726853,1579.199301,1634.642845,1749.954236,1839.962778,1868.468248,2166.044797,2190.700205
Mauritius,2046.044192,2075.542705,2506.184933,2669.326279,2973.205385,2973.793608,3197.336958,3599.551751,3899.442435,3646.637842,3593.241569,3695.933686,3929.081732,3856.630743,4018.948897,4793.722474,5388.062518,5282.900051,5695.975315,6574.663524,8030.052422,7318.12641,8000.376432,9197.042991,9291.236379,9764.644025,10366.35519,9507.871337,9965.725217,10841.68467,11643.4606,11403.25289,9005.462022,9062.722476,10216.29474
Mexico,2302.021954,2759.47648,3196.919872,3756.852597,4272.788266,5778.907809,5976.494075,4002.158718,4487.26319,5370.244638,5555.711857,6230.697201,7232.910681,7613.142978,7650.931864,7120.372121,7525.487461,8321.859856,9125.387739,9719.927864,10119.82106,8104.922573,9399.964709,10341.50024,10376.0905,10865.68729,11076.13411,9753.400562,8875.082069,9434.378179,9857.007487,10145.15263,8654.997325,10045.67637,11091.30543
"Micronesia, Fed. Sts.",1312.811227,1396.751932,1492.855187,1654.933434,1730.924358,1871.168537,1860.460843,2008.332427,1972.601887,1859.270424,1964.643736,1973.66392,2088.209544,2152.52528,2165.48682,2195.187156,2155.78169,2256.011357,2298.636458,2344.403462,2420.749006,2598.403604,2760.01134,2885.441249,3023.585446,2920.700863,2928.448782,2891.322103,3022.653627,3320.354976,3623.329337,3699.081514,3639.412699,3571.336769,3741.057769
Moldova,,,,,,,,593.586593,575.1454551,657.2921346,578.7346276,399.4998186,440.538684,507.4040763,570.7998662,682.319096,897.1784947,1034.391977,1183.024784,1531.216189,2110.553118,1898.439683,2436.799359,2941.362119,3044.808479,3321.043917,3289.167846,2749.913038,2847.635069,3454.95469,4156.9575,4404.950422,4376.242493,5235.636044,5562.613625
Mongolia,1545.234053,1686.592152,1184.762914,1081.33412,589.141694,338.4565525,402.2650748,623.1574552,570.9379005,495.8218917,467.5139344,435.4184944,463.8538819,512.81947,559.827709,633.9465596,784.912072,986.0180411,1322.640676,1625.318473,2134.949833,1718.914022,2660.288176,3793.743654,4402.304523,4422.300876,4211.939435,3919.351214,3690.756778,3708.248221,4165.022821,4394.94715,4041.174145,4566.140131,4946.754811
Montenegro,,,,,,,,,,,,,1627.064997,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4425.678873,5976.394145,7367.751909,6727.107767,6688.402684,7328.790465,6586.398684,7188.862445,7387.871036,6517.189614,7033.438006,7803.362579,8850.378404,8909.653336,7677.369141,9465.966408,9893.515907
Morocco,1076.092773,1081.965332,1219.424561,1282.57959,1317.329956,1217.429077,1348.539063,1455.950317,1585.722778,1416.900391,1658.471802,1627.135132,1492.377075,1500.363403,1590.487305,1936.090088,2177.798828,2237.576172,2433.212646,2751.42334,3180.170654,3118.141602,3067.851807,3302.453125,3164.004639,3377.643555,3430.534668,3139.228271,3132.952148,3288.502686,3492.672363,3498.58252,3258.10498,3795.386963,3527.941895
Mozambique,,,,267.9331537,191.0707135,192.1354326,187.5262655,185.9534301,239.8574043,281.3773488,311.0455743,344.7017804,318.3426885,296.2868142,303.6656874,328.5287213,387.4757245,422.6428624,442.5590549,491.0984302,574.7697436,531.0269671,481.268197,605.27347,667.7177895,672.2039886,680.3753004,594.2269178,430.9929451,462.6999701,504.5358261,508.1634038,454.0623643,491.8390749,541.4544255
Myanmar,35.8273662,42.41195118,50.7829482,52.5358126,53.7388483,67.23767783,90.26444814,113.7881689,132.6388273,128.1057198,103.6268381,125.3022579,150.4078289,135.1797056,131.4673541,165.2586951,198.3769239,221.8659075,246.6924955,321.8283481,472.2605905,600.9316172,765.2418886,1086.838467,1161.305962,1195.9378,1238.72871,1224.562368,1161.861818,1175.202555,1274.915663,1295.201487,1477.452905,1210.540688,1095.70179
Namibia,2065.563443,1968.165794,2037.910603,2117.005717,2346.276254,2153.342187,2352.661643,2478.25374,2417.577868,2453.866754,2231.114407,2175.449396,2156.090142,1916.255899,1773.431611,2571.982341,3407.850912,3692.752796,4027.961706,4394.517549,4222.32636,4322.629351,5445.420063,5873.059381,6017.178488,5463.031366,5544.103813,4965.672829,4614.89218,5453.570623,5687.381186,5126.176143,4252.041807,4919.188955,4911.327635
Nepal,186.2644755,184.1322358,184.9236477,194.8000167,164.2928089,172.0966701,186.5942635,197.3096505,198.4544651,211.5619465,204.876507,208.4914738,223.7118919,240.7051592,238.8612541,246.4858378,279.7242003,309.3104201,341.02814,386.5295864,466.6933791,475.6359761,589.1654349,791.2255767,794.0925593,809.3844577,827.7447049,882.3076635,880.2248937,1027.965474,1161.53435,1185.682318,1139.189892,1229.394205,1336.546047
Netherlands,17744.50138,17397.69168,21290.86038,21732.23076,23904.03742,23122.41077,24646.31431,29258.13435,29006.80945,26700.53713,27885.80838,28272.64325,26214.49855,26896.54811,29343.245,35750.97466,40436.61823,41994.71353,44900.93814,51799.20855,57879.94376,52722.21306,50999.74512,54230.3129,50070.1416,52198.89756,52900.53742,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325,52162.57012,57708.11121,55985.40343
New Caledonia,12665.90595,13092.32551,14800.79125,15133.157,16261.95524,15297.04587,16037.02933,18721.05773,18257.21506,16339.80724,17324.25058,17435.74544,16039.16917,15174.27843,16885.8944,21817.31511,25770.53108,26861.69844,29604.05263,36864.85763,37353.7373,35391.08787,37494.89516,40697.65294,37294.02281,38503.25385,39675.56631,32428.57211,32286.91056,33874.93076,36495.19599,34934.57949,34700.98162,36668.42535,
New Zealand,13759.03746,13312.38559,13663.02162,12229.93009,11793.01384,13094.18251,15279.93963,17399.92902,18794.43604,17473.65462,14738.27103,15322.22383,13641.01786,13882.86651,16874.18749,21913.70817,25420.33729,27751.06547,26654.5932,32479.98174,31252.96256,28209.36233,33676.77412,38387.62708,39973.38076,42976.64959,44572.89875,38630.72659,40058.19616,42910.97284,43236.88669,42796.43058,41760.59478,49996.42067,48249.26402
Nicaragua,652.2961263,245.3560381,238.765008,344.0500793,404.9537718,388.0218518,835.2363152,876.8598596,895.2622309,896.6518398,931.7959134,961.5515216,996.897852,1025.10851,993.3841143,999.885954,1075.998562,1158.881323,1223.083148,1323.839054,1493.904821,1438.096625,1495.733777,1644.801509,1746.421289,1794.782566,1913.521321,2025.327261,2079.445529,2127.277659,1981.863168,1905.638313,1876.607372,2064.925116,2255.425986
Niger,289.6701216,268.5494049,419.6038955,380.5366381,380.14907,332.0622151,204.1495873,234.6196048,237.0149626,218.2461446,243.5175497,225.9535079,192.8777258,203.5264888,223.352393,263.0912317,281.3253601,316.3656478,331.103768,384.7183451,472.1784269,458.4218899,471.6126878,507.6024956,525.0472844,548.157849,560.7544753,481.1113011,497.0361208,514.5432689,567.3308492,550.9635431,564.8219973,590.6294814,533.0287638
Nigeria,549.5037556,474.4569001,567.5179022,502.8228892,477.0810397,270.0275283,320.8257942,407.2782957,460.3241902,478.5769435,467.9390142,496.0307379,565.3059926,586.8330617,733.5381615,786.8024093,992.7452801,1250.406675,1652.15369,1876.412777,2227.789952,1883.887348,2280.111979,2504.878279,2728.022683,2976.756736,3200.953146,2679.554765,2144.779938,1941.879485,2125.834282,2334.023543,2074.613928,2065.749068,2184.421493
