,Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated, Losses $USD, Losses $Local, Damages in crops Ha., Duration (d), Education, Agriculture, Health sector, Water supply, Communications, Transportation, Power and Energy, Relief,Country, Education centers, Hospitals,Updated Event Name,Mapped Event Categories
228,1977/03,FIRE,2,0,0,0,0,0,0,0,0,0,0,2500,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
229,1977/04,FIRE,1,0,0,0,0,0,0,0,0,0,0,18000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
231,1977/05,FIRE,2,3,0,0,1,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
234,1977/06,FIRE,2,0,1,0,0,0,0,0,0,0,0,2000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
235,1977/07,EPIDEMIC,2,9,400,0,0,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
238,1977/08,EPIDEMIC,6,0,1000,0,0,0,0,0,0,0,0,200000,0,6,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
239,1977/08,FIRE,2,1,7,0,0,0,0,0,0,0,0,175000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
242,1977/09,FIRE,2,0,10,0,0,0,0,0,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
243,1977/09,FLOOD,4,2,2,0,44,0,0,0,0,500,0,200000,0,4,0,3,0,0,0,1,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
244,1977/09,LANDSLIDE,1,0,0,0,1,0,0,6,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,LANDSLIDE,NATURAL DISASTERS
245,1977/10,FIRE,3,0,0,0,28,0,0,0,0,0,0,285000,0,3,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
247,1977/10,STRONGWIND,1,0,0,0,1,5,0,0,0,0,0,200000,0,1,0,1,0,0,0,0,0,0,Dominican Republic,0,0,STORM,HYDROLOGICAL
248,1977/11,FLOOD,1,0,0,0,0,70,0,0,0,0,0,50000,0,1,0,1,0,0,0,1,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
250,1977/12,EPIDEMIC,6,0,64,0,0,0,0,0,0,0,0,200000,0,6,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
251,1977/12,FIRE,1,0,8,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
253,1977/12,STRUCTURE,1,6,7,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,STRUCTURE,TECHNICAL
254,1978/01,FIRE,1,0,0,0,4,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
255,1978/01,FLOOD,3,0,0,0,0,0,0,0,0,50,0,2000000,6250,3,0,3,0,0,3,0,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
256,1978/01,LEAK,1,0,20,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,LEAK,TECHNICAL
257,1978/01,RAIN,1,1,0,0,0,0,0,0,0,0,0,200000,0,2,0,1,0,0,0,0,0,0,Dominican Republic,0,0,RAIN,HYDROLOGICAL
259,1978/02,EXPLOSION,1,1,15,0,3,0,0,15,0,0,0,200000,0,1,0,0,0,1,0,0,0,0,Dominican Republic,0,0,EXPLOSION,EXPLOSION
260,1978/02,FIRE,5,0,0,0,11,0,0,0,0,0,0,200000,24.1,5,0,1,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
261,1978/04,FIRE,4,6,0,0,3,0,0,0,0,0,0,465000,0,4,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
262,1978/05,FIRE,2,0,3,0,0,2,0,0,0,0,0,68000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
264,1978/06,EXPLOSION,1,3,18,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EXPLOSION,EXPLOSION
266,1978/07,FIRE,2,0,0,0,3,3,0,0,0,0,0,212000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
267,1978/07,STRONGWIND,1,0,7,0,0,0,0,0,0,0,0,20000,0,1,0,1,0,0,0,0,0,0,Dominican Republic,0,0,STORM,HYDROLOGICAL
268,1978/08,RAIN,1,2,2,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,RAIN,HYDROLOGICAL
270,1978/11,FIRE,4,0,1,0,3,3,0,3,0,0,0,240000,0,4,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
271,1978/12,EPIDEMIC,2,0,10,0,0,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
272,1978/12,EXPLOSION,1,1,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EXPLOSION,EXPLOSION
273,1978/12,FIRE,3,0,0,0,0,0,0,0,0,0,0,60000,0,3,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
274,1979/01,FIRE,1,0,0,0,2,0,0,0,0,0,0,46500,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
276,1979/02,EPIDEMIC,1,0,25,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
277,1979/02,FIRE,2,2,1,0,1,0,0,0,0,0,0,100000,0,3,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
280,1979/03,EARTHQUAKE,1,0,2,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,1,0,1,0,Dominican Republic,0,0,EARTHQUAKE,NATURAL DISASTERS
281,1979/03,FIRE,3,1,0,0,6,0,0,0,0,0,0,350000,0,16,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
282,1979/03,FLOOD,5,0,0,0,0,26,0,0,0,0,0,200000,0,7,0,5,0,2,0,5,5,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
284,1979/04,FIRE,1,0,0,0,5,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
286,1979/05,FLOOD,1,2,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,1,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
287,1979/07,OTHER,1,1,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,OTHER,TECHNICAL
288,1979/07,RAIN,4,3,0,0,20,35,0,0,0,0,0,200000,0,4,0,0,0,0,0,3,1,0,Dominican Republic,0,0,RAIN,HYDROLOGICAL
291,1979/10,FIRE,1,1,0,0,3,0,0,0,0,0,0,30000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
294,1980/02,FIRE,2,0,0,0,0,0,0,0,0,0,0,3130000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
295,1980/02,LEAK,1,0,12,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,LEAK,TECHNICAL
297,1980/09,FIRE,4,0,0,0,4,2,0,0,0,0,0,181000,0,4,0,1,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
298,1980/10,FIRE,8,4,0,0,2,1,0,0,0,0,0,420000,0,8,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
299,1980/11,FIRE,1,0,0,0,0,0,0,0,0,0,0,50000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
301,1980/12,FIRE,2,0,0,0,1,0,0,0,0,0,0,200000,0,3,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
303,1981/02,FIRE,3,0,1,0,1,0,0,0,0,0,0,650000,0,3,0,1,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
304,1981/04,EPIDEMIC,1,0,2,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
306,1981/05,EPIDEMIC,1,4,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
307,1981/05,FLOOD,18,4,2,2,6,100,0,13000,0,0,0,500000,4537.5,18,0,7,0,0,1,11,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
308,1981/05,RAIN,6,4,0,0,0,0,0,0,0,0,0,200000,1250,6,0,3,0,0,0,0,0,0,Dominican Republic,0,0,RAIN,HYDROLOGICAL
309,1981/05,SPATE,1,0,0,0,0,0,0,0,0,0,0,100000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
310,1981/06,FLOOD,7,23,0,0,0,0,0,0,0,0,0,200000,0,7,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
311,1981/06,RAIN,2,0,0,0,0,0,0,0,0,0,0,300000,294,2,0,2,0,0,0,1,0,0,Dominican Republic,0,0,RAIN,HYDROLOGICAL
313,1981/07,INTOXICACIÓN,1,5,8,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,OTHER,TECHNICAL
315,1981/07,OTHER,1,1,1,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,OTHER,TECHNICAL
318,1981/08,FIRE,4,0,2,0,303,8,0,0,0,0,0,40000,0,4,1,1,1,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
319,1981/08,FLOOD,2,2,0,0,0,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,1,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
320,1981/08,OTHER,2,2,0,0,0,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,OTHER,TECHNICAL
322,1981/08,STRUCTURE,1,1,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,STRUCTURE,TECHNICAL
323,1981/09,FIRE,1,0,4,0,0,18,0,0,0,0,0,850000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
325,1981/11,EXPLOSION,1,2,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EXPLOSION,EXPLOSION
326,1981/11,FIRE,1,0,3,0,0,0,0,0,0,0,0,50000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
329,1981/12,EXPLOSION,1,0,2,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,1,Dominican Republic,0,0,EXPLOSION,EXPLOSION
330,1981/12,FIRE,3,0,2,0,1,0,0,0,0,0,0,200000,0,3,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
331,1982/01,FIRE,4,0,0,0,8,2,0,0,0,0,0,51000,0,4,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
333,1982/02,FIRE,2,0,0,0,1,0,0,0,0,0,0,20000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
335,1982/02,LANDSLIDE,1,0,0,0,10,25,0,0,0,0,0,200000,0,1,0,1,0,0,0,1,0,0,Dominican Republic,0,0,LANDSLIDE,NATURAL DISASTERS
337,1982/03,DROUGHT,1,0,0,0,0,0,0,0,0,0,0,3000000,0,1,0,1,0,0,0,0,0,0,Dominican Republic,0,0,DROUGHT,NATURAL DISASTERS
339,1982/05,FIRE,2,0,0,0,11,8,0,0,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
340,1982/06,EPIDEMIC,1,0,25,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
344,1982/10,EPIDEMIC,2,5,15,0,0,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
345,1982/10,FIRE,3,0,9,0,1,0,0,0,0,0,0,24000,0,3,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
348,1982/11,EXPLOSION,1,0,20,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EXPLOSION,EXPLOSION
349,1982/11,FIRE,2,0,0,0,3,0,0,0,0,0,0,80000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
351,1982/12,ACCIDENT,1,3,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,ACCIDENT,TECHNICAL
353,1982/12,FIRE,1,0,0,0,2,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
356,1983/01,EPIDEMIC,6,2,746,0,0,0,0,0,0,0,0,200000,0,14,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
357,1983/01,FLOOD,1,1,0,0,0,1000,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
361,1983/05,EPIDEMIC,2,4,400,0,0,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
362,1983/05,FLOOD,5,0,6,0,100,0,0,0,0,0,0,200000,0,5,0,0,0,0,0,1,1,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
364,1983/06,EPIDEMIC,1,0,12,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
365,1983/06,FIRE,1,0,0,0,1,0,0,0,0,0,0,50000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
367,1983/07,EPIDEMIC,1,0,0,0,0,0,250,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
368,1983/07,EXPLOSION,1,2,3,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EXPLOSION,EXPLOSION
371,1983/07,STORM,1,3,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,STORM,HYDROLOGICAL
376,1983/09,FIRE,2,3,2,0,19,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
378,1983/10,FIRE,2,0,1,0,10,1,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
381,1983/11,FIRE,2,0,3,0,1,2,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
383,1983/11,OTHER,1,1,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,OTHER,TECHNICAL
384,1983/12,EXPLOSION,1,2,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EXPLOSION,EXPLOSION
387,1984/05,FIRE,2,0,0,0,5,0,0,0,0,0,0,2000000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
390,1984/07,FIRE,1,0,0,0,0,0,0,0,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
392,1984/10,DROUGHT,1,0,0,0,0,0,0,10000,0,0,0,200000,0,1,0,1,0,0,0,0,0,0,Dominican Republic,0,0,DROUGHT,NATURAL DISASTERS
393,1984/10,FIRE,2,0,0,0,2,0,0,0,0,0,0,82000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
396,1985/03,ACCIDENT,1,4,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,ACCIDENT,TECHNICAL
397,1985/03,EPIDEMIC,1,0,50,0,0,0,0,0,0,0,0,200000,0,154,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
400,1985/05,EXPLOSION,1,5,25,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EXPLOSION,EXPLOSION
401,1985/05,FIRE,1,0,6,0,2,0,0,0,0,0,0,200000,0,1,0,0,1,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
402,1985/05,STRUCTURE,1,1,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,STRUCTURE,TECHNICAL
403,1985/06,FIRE,2,5,1,0,21,0,100,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
404,1985/06,STRUCTURE,1,1,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,STRUCTURE,TECHNICAL
408,1985/08,STRUCTURE,1,1,2,0,0,0,0,0,0,0,0,175000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,STRUCTURE,TECHNICAL
411,1985/09,OTHER,1,2,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,OTHER,TECHNICAL
412,1985/09,RAIN,2,12,0,4,0,0,0,0,0,0,0,200000,0,7,0,2,0,2,2,2,0,0,Dominican Republic,0,0,RAIN,HYDROLOGICAL
414,1986/03,FIRE,1,0,0,0,2,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
416,1986/05,STRONGWIND,1,0,0,0,0,8,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,1,0,Dominican Republic,0,0,STORM,HYDROLOGICAL
417,1986/06,FLOOD,3,1,0,0,0,0,0,0,0,0,0,200000,0,3,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
418,1986/06,LANDSLIDE,1,6,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,1,Dominican Republic,0,0,LANDSLIDE,NATURAL DISASTERS
419,1986/08,FIRE,2,0,0,0,4,0,0,0,0,0,0,110000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
420,1986/09,FIRE,1,1,0,0,1,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
422,1986/10,EXPLOSION,1,1,2,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EXPLOSION,EXPLOSION
423,1986/10,FIRE,2,3,3,0,0,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
424,1986/11,FIRE,1,0,0,0,0,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
425,1987/02,LANDSLIDE,1,0,0,0,5,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,LANDSLIDE,NATURAL DISASTERS
426,1987/04,FIRE,1,0,0,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
434,1987/12,FLOOD,1,10,0,15,0,0,0,0,0,0,0,200000,0,4,0,1,0,0,0,1,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
437,1988/02,FIRE,2,1,0,0,0,0,0,0,0,0,0,10000000,0,2,0,0,0,0,0,0,1,0,Dominican Republic,0,0,FIRE,EXPLOSION
438,1988/02,FLOOD,14,4,0,0,100,0,0,0,0,0,0,200000,12124.8,26,0,9,0,0,9,1,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
440,1988/03,FIRE,2,4,0,0,1,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
443,1988/04,FIRE,2,1,0,0,9,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
444,1988/04,RAIN,2,2,0,0,0,0,0,0,0,0,0,200000,0,6,0,1,0,0,0,0,0,0,Dominican Republic,0,0,RAIN,HYDROLOGICAL
445,1988/05,FIRE,5,1,0,0,7,0,0,0,0,0,0,200000,0,5,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
446,1988/06,FIRE,6,4,0,0,1,0,0,0,0,0,0,200000,0,7,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
447,1988/07,EPIDEMIC,1,0,43,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
448,1988/07,FIRE,8,2,12,0,6,0,0,0,0,0,0,6245000,0,8,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
452,1988/08,EPIDEMIC,2,0,45,0,0,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
453,1988/08,FIRE,2,0,0,0,0,0,0,0,0,0,0,40000,0,2,0,1,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
454,1988/08,FLOOD,10,7,0,2,25,0,0,0,0,0,0,200000,0,10,2,7,0,1,2,5,0,1,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
457,1988/08,RAIN,20,0,0,0,0,6,0,0,0,0,0,200000,9375,22,0,12,0,1,4,7,1,2,Dominican Republic,0,0,RAIN,HYDROLOGICAL
459,1988/09,FIRE,2,6,1,0,1,0,0,0,0,0,0,200000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
461,1988/09,LANDSLIDE,1,2,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,LANDSLIDE,NATURAL DISASTERS
463,1988/10,FIRE,4,2,0,0,6,1,0,0,0,0,0,21000,0,4,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
464,1988/10,LANDSLIDE,1,0,0,0,0,3,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,LANDSLIDE,NATURAL DISASTERS
467,1988/11,FIRE,2,0,0,0,2,0,0,0,0,0,0,65000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
468,1988/11,FLOOD,2,0,0,0,0,0,0,0,0,0,0,240000,0,2,0,0,0,0,1,0,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
472,1988/12,EPIDEMIC,1,0,26,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
473,1988/12,FIRE,4,0,0,0,14,0,0,0,0,0,0,270000,0,4,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
476,1989/01,FIRE,1,0,0,0,1,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
479,1989/02,FIRE,3,0,1,0,4,0,0,0,0,0,0,38000,0,3,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
480,1989/02,FLOOD,1,8,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FLOOD,HYDROLOGICAL
483,1989/03,EPIDEMIC,1,2,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
484,1989/03,FIRE,3,0,0,0,7,0,0,0,0,0,0,35000,0,3,0,1,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
486,1989/04,FIRE,2,0,2,0,2,0,0,0,0,0,0,75000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
487,1989/05,FIRE,3,0,1,0,11,0,0,0,0,0,0,100000,0,3,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
489,1989/05,PLAGUE,3,0,0,0,0,0,0,0,0,0,0,1000000,0,3,0,3,0,0,0,0,0,0,Dominican Republic,0,0,PLAGUE,HEALTH
491,1989/06,FIRE,2,0,0,0,0,0,90,0,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
492,1989/07,FIRE,4,0,20,0,4,0,0,0,0,0,0,180000,0,4,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
494,1989/07,STRONGWIND,1,0,0,0,6,0,0,0,0,0,0,200000,0,1,0,1,0,0,0,0,0,0,Dominican Republic,0,0,STORM,HYDROLOGICAL
495,1989/08,FIRE,2,1,0,0,5,0,0,0,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
496,1989/08,RAIN,1,1,0,0,0,0,0,0,0,0,0,200000,0,1,0,1,0,0,0,0,0,0,Dominican Republic,0,0,RAIN,HYDROLOGICAL
497,1989/08,STRONGWIND,2,0,0,0,6,0,0,0,0,0,0,200000,0,2,1,1,0,0,0,1,1,0,Dominican Republic,0,0,STORM,HYDROLOGICAL
498,1989/09,FIRE,2,0,0,0,0,0,0,0,0,0,0,10100000,0,2,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
502,1989/10,EXPLOSION,1,2,0,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EXPLOSION,EXPLOSION
503,1989/10,FIRE,3,0,0,0,0,0,0,0,0,0,0,20200000,0,3,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
504,1989/11,EXPLOSION,1,0,7,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EXPLOSION,EXPLOSION
505,1989/12,FIRE,6,2,0,0,15,0,0,0,0,0,0,365000,0,6,0,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
506,1990/01,FIRE,4,0,0,0,11,0,0,0,0,0,0,200000,0,4,1,0,0,0,0,0,0,0,Dominican Republic,0,0,FIRE,EXPLOSION
507,1990/03,EPIDEMIC,1,0,22,0,0,0,0,0,0,0,0,200000,0,1,0,0,0,0,0,0,0,0,Dominican Republic,0,0,EPIDEMIC,HEALTH
